Time,X,Y,Z,Roll,Pitch,Yaw
606 12 40 15 17 12 2021,0.0,0.0,0.0,0.0,0.0,0.0
894 13 40 15 17 12 2021,0.0,0.0,0.0,0.0,0.0,0.0
955 13 40 15 17 12 2021,-907.464294,696.083862,0.575326,0.0,0.0,-0.899606
607 14 40 15 17 12 2021,-2584.627441,1982.576538,1.638637,0.0,0.0,-2.563268
946 14 40 15 17 12 2021,-4611.349609,3537.203613,2.923566,0.0,0.0,-4.574834
310 15 40 15 17 12 2021,-4611.349609,3537.203613,2.923566,0.0,0.0,-4.574834
614 15 40 15 17 12 2021,-4611.349609,3537.203613,2.923566,0.0,0.0,-4.574834
948 15 40 15 17 12 2021,-4611.349609,3537.203613,2.923566,0.0,0.0,-4.574834
281 16 40 15 17 12 2021,-4611.349609,3537.203613,2.923566,0.0,0.0,-4.574834
615 16 40 15 17 12 2021,-6216.19043,4767.618652,3.203439,0.0,0.0,-9.017673
948 16 40 15 17 12 2021,-6216.19043,4767.618652,3.203439,0.0,0.0,-9.017673
283 17 40 15 17 12 2021,-6216.19043,4767.618652,3.203439,0.0,0.0,-9.017673
617 17 40 15 17 12 2021,-6216.19043,4767.618652,3.203439,0.0,0.0,-9.017673
950 17 40 15 17 12 2021,-6216.19043,4767.618652,3.203439,0.0,0.0,-9.017673
283 18 40 15 17 12 2021,-6216.19043,4767.618652,3.203439,0.0,0.0,-9.017673
618 18 40 15 17 12 2021,-6216.19043,4767.618652,3.203439,0.0,0.0,-9.017673
952 18 40 15 17 12 2021,-6216.19043,4767.618652,3.203439,0.0,0.0,-9.017673
285 19 40 15 17 12 2021,-6216.19043,4767.618652,3.203439,0.0,0.0,-9.017673
750 19 40 15 17 12 2021,-7481.736816,5737.691895,3.307291,0.0,0.0,-13.984121
953 19 40 15 17 12 2021,-7481.736816,5737.691895,3.307291,0.0,0.0,-13.984121
287 20 40 15 17 12 2021,-8478.571289,6501.123535,3.435593,0.0,0.0,-17.45911
628 20 40 15 17 12 2021,-8478.571289,6501.123535,3.435593,0.0,0.0,-17.45911
961 20 40 15 17 12 2021,-8478.571289,6501.123535,3.435593,0.0,0.0,-17.45911
295 21 40 15 17 12 2021,-9257.397461,7096.753418,3.640975,0.0,0.0,-19.089121
632 21 40 15 17 12 2021,-9864.750977,7561.244141,3.801139,0.0,0.0,-20.360504
987 21 40 15 17 12 2021,-9864.750977,7561.244141,3.801139,0.0,0.0,-20.360504
299 22 40 15 17 12 2021,-10344.396484,7928.332031,3.26095,0.0,0.0,-22.85515
657 22 40 15 17 12 2021,-10344.396484,7928.332031,3.26095,0.0,0.0,-22.85515
969 22 40 15 17 12 2021,-10344.396484,7928.332031,3.26095,0.0,0.0,-22.85515
304 23 40 15 17 12 2021,-10344.396484,7928.332031,3.26095,0.0,0.0,-22.85515
638 23 40 15 17 12 2021,-10716.680664,8212.839844,2.344846,0.0,0.0,-24.447144
977 23 40 15 17 12 2021,-10716.680664,8212.839844,2.344846,0.0,0.0,-24.447144
310 24 40 15 17 12 2021,-10716.680664,8212.839844,2.344846,0.0,0.0,-24.447144
644 24 40 15 17 12 2021,-10716.680664,8212.839844,2.344846,0.0,0.0,-24.447144
977 24 40 15 17 12 2021,-10716.680664,8212.839844,2.344846,0.0,0.0,-24.447144
311 25 40 15 17 12 2021,-11006.607422,8431.902344,0.811368,0.0,0.0,-23.729347
645 25 40 15 17 12 2021,-11231.429688,8601.773438,-0.377761,0.0,0.0,-23.172718
979 25 40 15 17 12 2021,-11405.180664,8733.056641,-1.296765,0.0,0.0,-22.742531
316 26 40 15 17 12 2021,-11539.018555,8834.181641,-2.004658,0.0,0.0,-22.411158
651 26 40 15 17 12 2021,-11641.745117,8911.799805,-2.548,0.0,0.0,-22.156807
983 26 40 15 17 12 2021,-11720.325195,8971.173828,-2.963625,0.0,0.0,-21.962246
316 27 40 15 17 12 2021,-11780.226562,9016.43457,-3.280455,0.0,0.0,-21.813931
664 27 40 15 17 12 2021,-11825.736328,9050.820312,-3.521164,0.0,0.0,-21.701252
985 27 40 15 17 12 2021,-11825.736328,9050.820312,-3.521164,0.0,0.0,-21.701252
320 28 40 15 17 12 2021,-11860.080078,9076.636719,-3.628118,0.0,0.0,-21.875601
654 28 40 15 17 12 2021,-11885.868164,9096.021484,-3.708428,0.0,0.0,-22.006521
986 28 40 15 17 12 2021,-11885.868164,9096.021484,-3.708428,0.0,0.0,-22.006521
320 29 40 15 17 12 2021,-11885.868164,9096.021484,-3.708428,0.0,0.0,-22.006521
654 29 40 15 17 12 2021,-11905.142578,9110.49707,-3.676695,0.0,0.0,-19.805929
988 29 40 15 17 12 2021,-11919.609375,9121.362305,-3.652876,0.0,0.0,-18.153751
322 30 40 15 17 12 2021,-11930.449219,9129.503906,-3.635028,0.0,0.0,-16.915543
655 30 40 15 17 12 2021,-11930.449219,9129.503906,-3.635028,0.0,0.0,-16.915543
989 30 40 15 17 12 2021,-11938.676758,9135.72168,-3.59232,0.0,0.0,-16.300522
324 31 40 15 17 12 2021,-11938.676758,9135.72168,-3.59232,0.0,0.0,-16.300522
655 31 40 15 17 12 2021,-11938.676758,9135.72168,-3.59232,0.0,0.0,-16.300522
990 31 40 15 17 12 2021,-11944.675781,9140.600586,-3.754627,0.0,0.0,-17.069345
326 32 40 15 17 12 2021,-11944.675781,9140.600586,-3.754627,0.0,0.0,-17.069345
659 32 40 15 17 12 2021,-11944.675781,9140.600586,-3.754627,0.0,0.0,-17.069345
992 32 40 15 17 12 2021,-11944.675781,9140.600586,-3.754627,0.0,0.0,-17.069345
326 33 40 15 17 12 2021,-11944.675781,9140.600586,-3.754627,0.0,0.0,-17.069345
660 33 40 15 17 12 2021,-11944.675781,9140.600586,-3.754627,0.0,0.0,-17.069345
994 33 40 15 17 12 2021,-11944.675781,9140.600586,-3.754627,0.0,0.0,-17.069345
328 34 40 15 17 12 2021,-11950.208008,9144.027344,-4.826929,0.0,0.0,-22.400963
663 34 40 15 17 12 2021,-11954.338867,9146.585938,-5.62756,0.0,0.0,-26.387964
998 34 40 15 17 12 2021,-11954.338867,9146.585938,-5.62756,0.0,0.0,-26.387964
331 35 40 15 17 12 2021,-11957.260742,9148.285156,-6.410471,0.0,0.0,-29.068085
665 35 40 15 17 12 2021,-11957.260742,9148.285156,-6.410471,0.0,0.0,-29.068085
997 35 40 15 17 12 2021,-11957.260742,9148.285156,-6.410471,0.0,0.0,-29.068085
332 36 40 15 17 12 2021,-11959.3125,9149.536133,-7.059496,0.0,0.0,-29.808167
665 36 40 15 17 12 2021,-11960.828125,9150.459961,-7.538959,0.0,0.0,-30.354906
0 37 40 15 17 12 2021,-11961.945312,9151.141602,-7.892519,0.0,0.0,-30.758089
333 37 40 15 17 12 2021,-11961.945312,9151.141602,-7.892519,0.0,0.0,-30.758089
666 37 40 15 17 12 2021,-11961.945312,9151.141602,-7.892519,0.0,0.0,-30.758089
999 37 40 15 17 12 2021,-11962.494141,9151.553711,-8.247437,0.0,0.0,-29.077551
332 38 40 15 17 12 2021,-11962.494141,9151.553711,-8.247437,0.0,0.0,-29.077551
667 38 40 15 17 12 2021,-11962.494141,9151.553711,-8.247437,0.0,0.0,-29.077551
0 39 40 15 17 12 2021,-11962.494141,9151.553711,-8.247437,0.0,0.0,-29.077551
336 39 40 15 17 12 2021,-11962.494141,9151.553711,-8.247437,0.0,0.0,-29.077551
669 39 40 15 17 12 2021,-11962.494141,9151.553711,-8.247437,0.0,0.0,-29.077551
3 40 40 15 17 12 2021,-11962.494141,9151.553711,-8.247437,0.0,0.0,-29.077551
337 40 40 15 17 12 2021,-11962.494141,9151.553711,-8.247437,0.0,0.0,-29.077551
670 40 40 15 17 12 2021,-11962.494141,9151.553711,-8.247437,0.0,0.0,-29.077551
5 41 40 15 17 12 2021,-11962.494141,9151.553711,-8.247437,0.0,0.0,-29.077551
337 41 40 15 17 12 2021,-11962.494141,9151.553711,-8.247437,0.0,0.0,-29.077551
673 41 40 15 17 12 2021,-11962.494141,9151.553711,-8.247437,0.0,0.0,-29.077551
6 42 40 15 17 12 2021,-11962.494141,9151.553711,-8.247437,0.0,0.0,-29.077551
339 42 40 15 17 12 2021,-11962.494141,9151.553711,-8.247437,0.0,0.0,-29.077551
673 42 40 15 17 12 2021,-11962.494141,9151.553711,-8.247437,0.0,0.0,-29.077551
9 43 40 15 17 12 2021,-11962.242188,9153.500977,-11.583877,0.0,0.0,-30.535002
342 43 40 15 17 12 2021,-11962.242188,9153.500977,-11.583877,0.0,0.0,-30.535002
675 43 40 15 17 12 2021,-11961.950195,9154.936523,-14.132413,0.0,0.0,-31.172855
9 44 40 15 17 12 2021,-11961.737305,9155.984375,-15.991868,0.0,0.0,-31.638258
343 44 40 15 17 12 2021,-11961.582031,9156.74707,-17.346745,0.0,0.0,-31.977364
676 44 40 15 17 12 2021,-11961.582031,9156.74707,-17.346745,0.0,0.0,-31.977364
9 45 40 15 17 12 2021,-11961.582031,9156.74707,-17.346745,0.0,0.0,-31.977364
343 45 40 15 17 12 2021,-11961.582031,9156.74707,-17.346745,0.0,0.0,-31.977364
676 45 40 15 17 12 2021,-11961.582031,9156.74707,-17.346745,0.0,0.0,-31.977364
10 46 40 15 17 12 2021,-11961.582031,9156.74707,-17.346745,0.0,0.0,-31.977364
343 46 40 15 17 12 2021,-11961.582031,9156.74707,-17.346745,0.0,0.0,-31.977364
676 46 40 15 17 12 2021,-11961.582031,9156.74707,-17.346745,0.0,0.0,-31.977364
9 47 40 15 17 12 2021,-11961.582031,9156.74707,-17.346745,0.0,0.0,-31.977364
342 47 40 15 17 12 2021,-11959.524414,9159.706055,-18.941473,0.0,0.0,-37.83218
676 47 40 15 17 12 2021,-11959.524414,9159.706055,-18.941473,0.0,0.0,-37.83218
10 48 40 15 17 12 2021,-11959.524414,9159.706055,-18.941473,0.0,0.0,-37.83218
343 48 40 15 17 12 2021,-11958.172852,9161.547852,-19.512758,0.0,0.0,-40.392563
678 48 40 15 17 12 2021,-11958.172852,9161.547852,-19.512758,0.0,0.0,-40.392563
11 49 40 15 17 12 2021,-11958.172852,9161.547852,-19.512758,0.0,0.0,-40.392563
344 49 40 15 17 12 2021,-11958.172852,9161.547852,-19.512758,0.0,0.0,-40.392563
677 49 40 15 17 12 2021,-11958.172852,9161.547852,-19.512758,0.0,0.0,-40.392563
10 50 40 15 17 12 2021,-11958.172852,9161.547852,-19.512758,0.0,0.0,-40.392563
344 50 40 15 17 12 2021,-11958.172852,9161.547852,-19.512758,0.0,0.0,-40.392563
678 50 40 15 17 12 2021,-11958.172852,9161.547852,-19.512758,0.0,0.0,-40.392563
12 51 40 15 17 12 2021,-11958.172852,9161.547852,-19.512758,0.0,0.0,-40.392563
345 51 40 15 17 12 2021,-11948.74707,9161.162109,-22.316162,0.0,0.0,-28.72179
678 51 40 15 17 12 2021,-11948.74707,9161.162109,-22.316162,0.0,0.0,-28.72179
12 52 40 15 17 12 2021,-11948.74707,9161.162109,-22.316162,0.0,0.0,-28.72179
346 52 40 15 17 12 2021,-11948.74707,9161.162109,-22.316162,0.0,0.0,-28.72179
679 52 40 15 17 12 2021,-11948.74707,9161.162109,-22.316162,0.0,0.0,-28.72179
12 53 40 15 17 12 2021,-11948.74707,9161.162109,-22.316162,0.0,0.0,-28.72179
345 53 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
679 53 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
13 54 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
347 54 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
681 54 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
14 55 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
348 55 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
680 55 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
15 56 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
348 56 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
682 56 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
15 57 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
350 57 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
684 57 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
16 58 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
349 58 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
684 58 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
18 59 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
351 59 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
684 59 40 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
18 0 41 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
351 0 41 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
684 0 41 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
18 1 41 15 17 12 2021,-11949.094727,9162.130859,-21.469402,0.0,0.0,-34.010811
352 1 41 15 17 12 2021,-11944.764648,9170.041992,-8.858471,0.0,0.0,-43.98748
685 1 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
18 2 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
352 2 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
686 2 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
19 3 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
352 3 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
686 3 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
20 4 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
354 4 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
688 4 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
21 5 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
355 5 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
689 5 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
22 6 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
356 6 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
690 6 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
24 7 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
360 7 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
692 7 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
27 8 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
361 8 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
694 8 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
27 9 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
360 9 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
696 9 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
30 10 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
363 10 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
697 10 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
30 11 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
364 11 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
698 11 41 15 17 12 2021,-11941.65918,9175.713867,0.18387,0.0,0.0,-51.171516
32 12 41 15 17 12 2021,-11924.604492,9173.0,6.962425,0.0,0.0,-36.737549
365 12 41 15 17 12 2021,-11924.604492,9173.0,6.962425,0.0,0.0,-36.737549
699 12 41 15 17 12 2021,-11924.604492,9173.0,6.962425,0.0,0.0,-36.737549
34 13 41 15 17 12 2021,-11924.604492,9173.0,6.962425,0.0,0.0,-36.737549
368 13 41 15 17 12 2021,-11915.996094,9185.945312,-82.94339,0.0,0.0,-55.239506
701 13 41 15 17 12 2021,-11909.495117,9195.720703,-150.832855,0.0,0.0,-69.341408
36 14 41 15 17 12 2021,-11905.098633,9202.332031,-196.746643,0.0,0.0,-78.904114
369 14 41 15 17 12 2021,-11902.449219,9206.316406,-224.415894,0.0,0.0,-84.669464
703 14 41 15 17 12 2021,-11901.038086,9208.438477,-239.153061,0.0,0.0,-87.740089
37 15 41 15 17 12 2021,-11900.381836,9209.426758,-246.014679,0.0,0.0,-89.169685
369 15 41 15 17 12 2021,-11900.119141,9209.821289,-248.760712,0.0,0.0,-89.741806
703 15 41 15 17 12 2021,-11900.030273,9209.954102,-249.684586,0.0,0.0,-89.934288
36 16 41 15 17 12 2021,-11900.005859,9209.991211,-249.937531,0.0,0.0,-89.986969
370 16 41 15 17 12 2021,-11900.000977,9209.999023,-249.99115,0.0,0.0,-89.998146
704 16 41 15 17 12 2021,-11900.0,9210.0,-249.999252,0.0,0.0,-89.99984
35 17 41 15 17 12 2021,-11900.0,9210.0,-249.999985,0.0,0.0,-89.999992
371 17 41 15 17 12 2021,-11900.0,9210.0,-249.999985,0.0,0.0,-89.999992
706 17 41 15 17 12 2021,-11900.0,9210.0,-249.999985,0.0,0.0,-89.999992
40 18 41 15 17 12 2021,-11900.0,9210.0,-249.999985,0.0,0.0,-89.999992
372 18 41 15 17 12 2021,-11900.0,9210.0,-249.999985,0.0,0.0,-89.999992
707 18 41 15 17 12 2021,-11900.0,9210.0,-249.999985,0.0,0.0,-89.999992
43 19 41 15 17 12 2021,-11900.0,9210.0,-249.999985,0.0,0.0,-89.999992
378 19 41 15 17 12 2021,-11900.0,9210.0,-249.999985,0.0,0.0,-89.999992
713 19 41 15 17 12 2021,-11900.0,9210.0,-249.999985,0.0,0.0,-89.999992
47 20 41 15 17 12 2021,-11900.0,9210.0,-249.999985,0.0,0.0,-89.999992
379 20 41 15 17 12 2021,-11900.0,9210.0,-249.999985,0.0,0.0,-89.999992
714 20 41 15 17 12 2021,-11900.0,9210.0,-249.999985,0.0,0.0,-89.999992
102 21 41 15 17 12 2021,-11900.0,9210.0,-249.999985,0.0,0.0,-89.999992
384 21 41 15 17 12 2021,-11900.0,9210.0,-249.999985,0.0,0.0,-89.999992
717 21 41 15 17 12 2021,-11900.017578,9209.956055,-249.730209,0.0,0.0,-89.921753
51 22 41 15 17 12 2021,-11900.017578,9209.956055,-249.730209,0.0,0.0,-89.921753
385 22 41 15 17 12 2021,-11900.017578,9209.956055,-249.730209,0.0,0.0,-89.921753
719 22 41 15 17 12 2021,-11900.017578,9209.956055,-249.730209,0.0,0.0,-89.921753
52 23 41 15 17 12 2021,-11900.017578,9209.956055,-249.730209,0.0,0.0,-89.921753
386 23 41 15 17 12 2021,-11900.017578,9209.956055,-249.730209,0.0,0.0,-89.921753
722 23 41 15 17 12 2021,-11900.017578,9209.956055,-249.730209,0.0,0.0,-89.921753
57 24 41 15 17 12 2021,-11900.017578,9209.956055,-249.730209,0.0,0.0,-89.921753
392 24 41 15 17 12 2021,-11900.017578,9209.956055,-249.730209,0.0,0.0,-89.921753
725 24 41 15 17 12 2021,-11900.017578,9209.956055,-249.730209,0.0,0.0,-89.921753
59 25 41 15 17 12 2021,-11900.017578,9209.956055,-249.730209,0.0,0.0,-89.921753
393 25 41 15 17 12 2021,-11900.017578,9209.956055,-249.730209,0.0,0.0,-89.921753
728 25 41 15 17 12 2021,-11900.149414,9209.740234,-248.346634,0.0,0.0,-89.616852
63 26 41 15 17 12 2021,-11900.387695,9209.349609,-245.845337,0.0,0.0,-89.064819
397 26 41 15 17 12 2021,-11900.387695,9209.349609,-245.845337,0.0,0.0,-89.064819
732 26 41 15 17 12 2021,-11900.673828,9208.887695,-242.874268,0.0,0.0,-88.434784
65 27 41 15 17 12 2021,-11900.673828,9208.887695,-242.874268,0.0,0.0,-88.434784
400 27 41 15 17 12 2021,-11900.673828,9208.887695,-242.874268,0.0,0.0,-88.434784
734 27 41 15 17 12 2021,-11900.673828,9208.887695,-242.874268,0.0,0.0,-88.434784
68 28 41 15 17 12 2021,-11900.673828,9208.887695,-242.874268,0.0,0.0,-88.434784
403 28 41 15 17 12 2021,-11900.673828,9208.887695,-242.874268,0.0,0.0,-88.434784
738 28 41 15 17 12 2021,-11900.673828,9208.887695,-242.874268,0.0,0.0,-88.434784
72 29 41 15 17 12 2021,-11900.673828,9208.887695,-242.874268,0.0,0.0,-88.434784
404 29 41 15 17 12 2021,-11900.673828,9208.887695,-242.874268,0.0,0.0,-88.434784
738 29 41 15 17 12 2021,-11900.673828,9208.887695,-242.874268,0.0,0.0,-88.434784
71 30 41 15 17 12 2021,-11900.673828,9208.887695,-242.874268,0.0,0.0,-88.434784
405 30 41 15 17 12 2021,-11900.673828,9208.887695,-242.874268,0.0,0.0,-88.434784
742 30 41 15 17 12 2021,-11900.673828,9208.887695,-242.874268,0.0,0.0,-88.434784
77 31 41 15 17 12 2021,-11900.673828,9208.887695,-242.874268,0.0,0.0,-88.434784
410 31 41 15 17 12 2021,-11900.673828,9208.887695,-242.874268,0.0,0.0,-88.434784
743 31 41 15 17 12 2021,-11900.673828,9208.887695,-242.874268,0.0,0.0,-88.434784
76 32 41 15 17 12 2021,-11900.673828,9208.887695,-242.874268,0.0,0.0,-88.434784
411 32 41 15 17 12 2021,-11900.673828,9208.887695,-242.874268,0.0,0.0,-88.434784
745 32 41 15 17 12 2021,-11900.673828,9208.887695,-242.874268,0.0,0.0,-88.434784
77 33 41 15 17 12 2021,-11900.911133,9208.0625,-239.445114,0.0,0.0,-87.676453
412 33 41 15 17 12 2021,-11901.177734,9207.133789,-235.587769,0.0,0.0,-86.821663
746 33 41 15 17 12 2021,-11901.177734,9207.133789,-235.587769,0.0,0.0,-86.821663
80 34 41 15 17 12 2021,-11901.479492,9206.169922,-231.543732,0.0,0.0,-85.926773
413 34 41 15 17 12 2021,-11901.479492,9206.169922,-231.543732,0.0,0.0,-85.926773
746 34 41 15 17 12 2021,-11901.479492,9206.169922,-231.543732,0.0,0.0,-85.926773
80 35 41 15 17 12 2021,-11901.479492,9206.169922,-231.543732,0.0,0.0,-85.926773
412 35 41 15 17 12 2021,-11901.479492,9206.169922,-231.543732,0.0,0.0,-85.926773
746 35 41 15 17 12 2021,-11901.823242,9205.161133,-226.847473,0.0,0.0,-84.822548
80 36 41 15 17 12 2021,-11901.823242,9205.161133,-226.847473,0.0,0.0,-84.822548
413 36 41 15 17 12 2021,-11901.823242,9205.161133,-226.847473,0.0,0.0,-84.822548
745 36 41 15 17 12 2021,-11901.823242,9205.161133,-226.847473,0.0,0.0,-84.822548
80 37 41 15 17 12 2021,-11901.823242,9205.161133,-226.847473,0.0,0.0,-84.822548
413 37 41 15 17 12 2021,-11901.823242,9205.161133,-226.847473,0.0,0.0,-84.822548
748 37 41 15 17 12 2021,-11902.260742,9204.056641,-221.730545,0.0,0.0,-83.803619
80 38 41 15 17 12 2021,-11902.732422,9202.866211,-216.214767,0.0,0.0,-82.702797
415 38 41 15 17 12 2021,-11902.732422,9202.866211,-216.214767,0.0,0.0,-82.702797
749 38 41 15 17 12 2021,-11902.732422,9202.866211,-216.214767,0.0,0.0,-82.702797
81 39 41 15 17 12 2021,-11902.732422,9202.866211,-216.214767,0.0,0.0,-82.702797
414 39 41 15 17 12 2021,-11902.732422,9202.866211,-216.214767,0.0,0.0,-82.702797
747 39 41 15 17 12 2021,-11902.732422,9202.866211,-216.214767,0.0,0.0,-82.702797
80 40 41 15 17 12 2021,-11902.732422,9202.866211,-216.214767,0.0,0.0,-82.702797
414 40 41 15 17 12 2021,-11902.732422,9202.866211,-216.214767,0.0,0.0,-82.702797
749 40 41 15 17 12 2021,-11902.732422,9202.866211,-216.214767,0.0,0.0,-82.702797
82 41 41 15 17 12 2021,-11902.732422,9202.866211,-216.214767,0.0,0.0,-82.702797
416 41 41 15 17 12 2021,-11902.732422,9202.866211,-216.214767,0.0,0.0,-82.702797
749 41 41 15 17 12 2021,-11902.732422,9202.866211,-216.214767,0.0,0.0,-82.702797
83 42 41 15 17 12 2021,-11902.732422,9202.866211,-216.214767,0.0,0.0,-82.702797
416 42 41 15 17 12 2021,-11902.732422,9202.866211,-216.214767,0.0,0.0,-82.702797
749 42 41 15 17 12 2021,-11902.732422,9202.866211,-216.214767,0.0,0.0,-82.702797
84 43 41 15 17 12 2021,-11902.732422,9202.866211,-216.214767,0.0,0.0,-82.702797
418 43 41 15 17 12 2021,-11902.732422,9202.866211,-216.214767,0.0,0.0,-82.702797
